video_id,comments
zO_IcaQuxl8,"['Tutorial de cómo hacer una sarten casera', 'Dame 2 por favor 👌\U0001fae1', 'El enlace Ramon 😂Saludos desde Lima - Perú 🇵🇪 😉 👍', 'Vamos a probar esta cosa Ramon', 'Pongamos lo aprueban es mejor', 'Lo que es tener dinero no? Se da el lujo de destruir muchas cosas a nosotros nos sería muy necesario! Lo felicito por estar aňos luz de nuestra economia latinoamerica, gracias a políticos corruptos y gracias también a las naciones que promueven esa corrupción!', 'Dónde lo venden', 'Me está tomando el pelo 🤣', 'Se disolverá con la gasolina?', 'Denle uno a Mbappe']"
O09P4_Ck_uA,"['Te hiciste implantes de pelo?', 'De que pais sos?', 'Si muy bien pero eso gasta lo más grande', 'Esta re crudo jajajaja', 'No dijo ""la compré"" :c', 'Y ahora tomamos las salchichas no ramon ja,ja!!!😂😂😂', 'Ahora quiero un soplador', 'La radiacion:\nMmm dejare mis hijos para que vivan aqui', '._. es demaciado malo ese sistema por qué  si es de gas es venenoso y su es con calefacción pues el calor que emite eso también es nocivo', 'Es una pena que este canal no tenga muchos subcritores haces bueno videos']"
Ts5uFe1y-6E,"['Enlace https://s.click.aliexpress.com/e/_DcjuL71', 'Son excelentes pero antes de comprar una, mira la potencia de iluminación 350W 800W entre más alumbra más caro', 'Genial 🎉🎉', 'Agua agua lluvia torrencial 😂', 'Señala el precio de cada artículo', 'Estaría bien no ponerlo bajo un techo.', 'Solucion africana', 'Me encanta los vídeos de cosas solares muy buen video 🤗', 'Y si dejas otro de esos arriba y ese ilumina el de abajo y ese de abajo ilumina el otro que está arriba?\n\n\nAYUDA ME BUSCA LA CIA Y LA FBI', 'Necesito un crossover de este sujeto con Jimmy']"
gMFuViEMqwo,"['Enlace https://s.click.aliexpress.com/e/_DCP4UjZ', 'Cūätrõ pòr cúątrõ', 'Termineytor 👌🤓👆☠️', 'Lo nesesito XD', 'Interesante modelo, deberían aplicarlo a autos reales.\nMe compraría uno y lo usaría cuando vaya de viaje o a lugares de difícil acceso.', 'Hola tío 😅', 'Solo falta que diga ""dicen que está mansion es indestructible y puede volar LA COMPRE!""', 'WoW', 'AGARRAMELO RAMON... jajaja😂', 'Medio parecido a Pongamoslo a prueba']"
ZitoMSzXTrk,"['Enlace https://s.click.aliexpress.com/e/_DCYQmav', 'En el video del principio se ve como tiene el pulgat izquierdo bendado...no genera mucha confianza xd', '0:28 \n""Así que aquí técnicamente reconoce que es madera. . . Y corta.\nY aquí reconoce que es tu dedo yyy. . . * lo corta * Opa?""\nEpico', 'Le hubieras puesto el dedo a ramon 😢', 'no es la misma tijera. es solo el mismo tipo de tijera. solo se ve mucho mas ""economica"" xd', 'Mira Ramón, pon tu dedo 💀', 'Imagínate meter el dedo haí 😳', 'El dispositivo de seguridad es el tipo no apretando el gatillo', '😂no9ooo😮😮😮😮', 'Parece que se esta vendiendo bastante bien en Japón, los clientes suelen ser yakuzas.']"
t3yE-4Bfs0c,"['Enlace https://s.click.aliexpress.com/e/_DdQ3jMn', 'Mi hermana estaria muy orgullosa si se lo regalara 🤑', 'Lo compre!!!', '😮 WoW', 'A mí me gustan los cuchillos asustadores y este no canta mal las rancheras. 🤣👍⚔️', 'Pero si estuviese realmente afilado cortaba hasta la tabla😂', 'Asustasor', 'El doblaje es malísimo, prefiero oírlo en inglés', 'Falto el aprobado', 'Este se quiere parecer a pongámoslo a prueba pero no tiene cuando…']"
AbvXUE8Hh7A,"['Enlace https://s.click.aliexpress.com/e/_DmBMxl7', 'Nadei yo ecuchando música 🎵 con bob esponja 🧽 en el fondo de viquini cada dia mas canon 👌🤓🧐🍷', 'Siempre la misma cancion', 'Súper barata.!!\nLos que ganan en dólares, pero argentinos \U0001fae0\U0001fae0\U0001fae0\nJajajaja 😂😂😂', 'CHIDOOOOO 🤤🤤 massssss 👍. volumen', 'Nombre de la música', 'Parlante gamer 🥶🤑', 'No se ve mal, me gusto su diseño y luces, y en cuanto a calidad de audio es aceptable..... Pero yo tengo las JBL partybox 710 y 1000, lo cual digo que esa bocina supera ciertas JBL, pero no todas', 'Pero porque hablas asi, porque no lo haces con tu voz normalito', 'Un capooo']"
VHJxUkxYd4I,"['Enlace https://s.click.aliexpress.com/e/_DCny4XJ', 'Tela tragas 👌', 'Toma este cuchillo 🔪  🤣', 'Lo compre! 😂', 'Final satisfactorio 🥵', 'Es el mamatronic 3mil señores 🥵🥵', 'El niño: 💀\nEl adulto: 💀', 'Me dio demasiada risa la parte del cuchillo 😂😂😂😂', 'El final!\nPov:Los niños después de ver ese robaalmas xd', 'alguien ya pensó en lo que estaba pensando 😃😅']"
aRPa-wOJZZU,"['Enlace https://s.click.aliexpress.com/e/_Dmd97XP', 'El millonario puede darse el lujo de hacer lo q le de la gana.  Todo lo ven como cool pero en realidad es un gran pendejo q tan necesario es hacer eso con el asiento del coche', 'No le dolió a el carro me dolió a mi', 'Dude really stab his car 😢', 'Un audi…', 'El tipo: ""Miren qué mini licuadora"" \nYo: ""La navaja clavada en el asiento del pasajero"" 😮', 'El asiento weon Tai loco?', 'Lo que es tener plata', 'Jodo le clava el cuchillo al asiento sin piedad ..', 'Me preocupo el asiento valdrá más la reparación que el producto 😊']"
Zu94215XdW4,"['Enlace  https://s.click.aliexpress.com/e/_DdB6HsF', 'No es Flex tape 😢', 'Nooo v:', 'Se llama membrana fría, no seas tan inocente, en serio vivís en una empanada. A vos te van a vender un buzón Gil.', 'Sabes q es mejor, flex tape', 'Literalmente se ve que esta mal puesto xd', 'Hay un detalle. Cuando cortas tu tanque dejas una rebaba muy grande que al pegar la etiqueta afecta el contacto entre la cinta y el plástico.', 'Compraste la barata y aparte estaba mal puesta', 'En una toma del anuncio, los chinos metieron el de flex tape', 'Muy buen baronitone']"
kfosDaNK5F0,"['Enlace https://s.click.aliexpress.com/e/_DEK7AVj', 'La cadena la puso al rebes', ""Hello I am from Mexico my name is Luis I am 14 and I do a lot I want a drone but I don't have the resources to have one could you give me a heart drone😢😢😢😢😢"", 'Es una mierda .no la compréis .se para con ramas pequeñas', 'Es con lo que cortan los secuoyas', 'Sigo esperando el mítico ""lo compre¡""', 'Al uberrimo le gusta esta publicación 😂', 'Pues claro que funciona no hay ni que probarlo, lo unico que te sirve pqra cosas pequeñas y con poca densidad como lo uses con alguna amdera dura y en gran grosor seguramente se te doble la pala y tengas que cambiarla o enderezarla', 'Demanda por deforestación 🤑🥶🥵👻📞☠️🗿:', 'Es la motosierra de fallout ajjsjaj']"
3z19Kt-uIqk,"['Compraste la bolsa??😅', 'Ufuufudyeyeyeeeyyeyeyhehe', 'Lo compre', 'Con tanto dinero que dices que tienes y dar a ver en tus videos veo no tienes estudios  solo física y la ley de comprensión por dios antes de los egipcios!!!\nJajaja', 'Ojo pueden fundir la aspiradora', '* Un almohadazo con esa cobija 💀*', 'porque a los que prueban productos para ver si son reales se les cae el pelo? 🤔', 'No la invento ella salame!', '""Y ya puede llevársela""\nSe la da a una mujer 😂😂😂😂', 'Bro eso son la placas del warzone']"
5iQHX2qBsHs,"['Lo compreee jaja', 'Y el enlace?😢', 'Nadie habla de lo rapido que corto la bolsa con ese cuchillo', 'Y el link?', 'una vaina que no voy a comprar ...\n\nel : lo compre....', 'Todo hombre debería respetar a las mujeres', 'Todos ME GUSTA LA DISCOTECA\nKSI: BIBLIOTECA BIBLIOTECA 😂', 'Esta muy bien para el bosque 😃', 'Adonde se puede conseguir', 'Enlace?']"
mKB4DnvqhGI,"['Enlace https://s.click.aliexpress.com/e/_DcxkBsT', 'Deberia dejar de comprar cosas y guardar todo ese dinero para escasez en su vejez', 'Poja jamón (porra ramón)', 'k tipo de punta o pistola tiene la manguera del vídeo donde consigo una con la misma presión de agua', 'No silve para nada un poquito nama', 'Ese estaba hace tiempo es especial para pegar fierros a hormigón o ladrillos o bloques  en construcciones  y hay otra masilla poxipol especial para cañerías incluso una liquida y transparente que sella todo', 'Buen dato 👍', 'El gringo descubriendo la pólvora 😂😂😂', 'Ramón!!😂', 'Recuerdo cuando usé uno parecido, la molde y cuando la quise usar estaba hecho piedra😂😂']"
Q-fMHOL4e5Q,"['Enlace https://s.click.aliexpress.com/e/_DCM4Oeb', '😍 u r beautifull', 'Es pesado no es humo ni en pedo', 'Bro Jimmy de pongamoslo a prueba tiene algo para vos 💇\u200d♂️', 'Porque no usa un cúter', 'Mira Ramón, elefantes rosas.', ""Jajaja...el incienso es cancerígeno, así que mejor ahorra para tu atención a los 'plumones'...!"", 'Cascada de cáncer pulmonar 🚬👳\u200d♂️', 'Lo prendió mal dónde se aprende en la en la puntita del cono', 'Brutal😁🔥🔥💪🏼💪🏼']"
BIAA7mnRfCI,"['Enlace https://s.click.aliexpress.com/e/_DmKehNl', 'El mismo error que jimmy ese funciona con 220v', 'Pongamos lo a prueba #', 'Pero que porqueria es esto ja,ja!!!😂😂😂', 'Creo que necesita hielos.', 'Pongamoslo a prueba, yo soy jimmy', '😢😅😂😂', 'Funciona con Una placa de peltier, no creo que funcione como lo vende.', 'Encima vale carísimo, nada como papel de cocina mojado alrededor de la lata y al congelador, en 10 minutos está bien fría', '😂😂']"
24D5I8duDIQ,"['Con solo ver el corte ya se me fueron las esperanzas', 'es bueno pero lo malo es que se acaba rápido y para esas manchas vas a tener que comprar 5 de esos y luego poner a lavar la camisa varias veces para eliminar residuos tanto de la salsa de soya y de café como del producto blanqueador.', 'Eres un genio', 'Barone nunca decepcióna 😂', 'Wtf le robaron el logo a Ace xd', 'Espero no te lo estés creyendo😂', 'Tem que colocar os créditos do barone']"
ddgr2gHicrg,"['Si lo mostro al final g1l', 'Lo compro 😮 xd', 'El colmo sería que funcione a pilas 😂😂😂', 'Y las d tlf', 'Hay que ser estúpido para llamar a eso un invento brillante🤦🤦🤦, literalmente es un multímetro que solo es capaz de medir el voltaje, la pantalla LCD solo muestra las rayas completas en base a la proporción del voltaje acumulado en la batería y las entradas para diferentes ""baterias"" están establecidas para 9V, 6V, 3V, entre otros ejemplos, entonces si yo saco una batería de 6V la pongo en la entrada que representa a la batería de 6V y si mi batería está descargada y solo tiene 3V al ponerlo en la entrada la pantalla LCD solo marcará la mitad en forma de rayas, así de simple es ese aparato, mejor cómprate un multímetro en vez de una basura vista en un anuncio de Internet.', 'mira que interesante este aparato , OH ES UN VOLTIMETRO', 'Cómo se llama?', '0/10 no sirve para la batería de auto🗿', 'No es algo arcaico? Hace 20 años Duracell implemento eso en cada uno de sus baterias', 'Para los xboxers']"
ntnYj1bu-RM,"['Enlace https://s.click.aliexpress.com/e/_DFp2Y8R', 'Pues para ser barato, es bastante caro.', '40 dólares no es barato😂', 'Lo estafaron, el mes pasado compre uno de la marca TOTAL con bateria de litio a 25 dolares, funciona muy bien', 'Yo en el supermercado Aldi compre un taladro a bateria por 26€', 'La pregunta es, quien hace el doblaje de estos videos?? Es asquerosamente terrible!', 'Venga Ramón ahora compra un Satisfyer y pruébalo. 🤣', 'Si se malogra, tendrá repuestos? O ya te tienes que comprar otro? 🤔', 'Quiero uno', 'Joder 40 dolaracos y dice barato, joder.']"
Hr_Adf83-Lg,"['Enlace https://s.click.aliexpress.com/e/_DlqR7DB', 'que paso de tu pelo en varios videos tienes un pelado y ahora un pelado', 'Pero como no va a funcionar si lo golpeas', 'Jajajaja', 'Por qué los chinos siempre prueban sus productos con animales vivos?', '💀 estaban vivos verdad ?', 'Ni se que carajos compro... Lo que me mata es la traducción 😂😂😂 se pasan...', 'Que esperabas de un producto chino...', 'Lo comprEEEEeeee!!!', 'Jajajajaja']"
7tQdjts0tIQ,"['Enlace https://s.click.aliexpress.com/e/_AfJC4D', 'Pinche Ramón 😂', 'Amigo Román cada vez que dices lo compre y lo votas lo dañas jajaj😅😅😅😅😅', 'Me encanta cuando el tipo dice ""la compré"", dios, que mal cuerpo me da cuándo no lo dice, me hace llorar', 'que feo doblaje', 'Mira eso Ramón! 😂', 'Al fin veo a Ramón', 'La nesesito', 'Ramón face reveal', 'Hombree Ramon !!! Te miramos jajajaj']"
D2qeD_yqRew,"['Enlace  https://s.click.aliexpress.com/e/_DkO7d8b', 'Lo rompiste. Estaba bueno encima', 'Con ésta clase d cosas ingresan metales y otros materiales a nuestro cuerpo a base de la comida gente 😢', 'Le doy 4', 'Eso es raro', 'Pongamoslo aprueba', 'Aterradoramente si moliera vidrio sirviera para darle vidrio molido de comer a alguien 😐😐', 'YO TENGO UNA PERO DE OTRA MARCA...MUY BUENA TODOS LOS DIAS MUELO MI CAFE EN GRANO...TAMBIEN LA USO PARA MOLER SEMILLAS TOSTADAS O CRUDAS..SESAMO GIRASOL AMAPOLA MANI NUECES ALMENDRAS ETC ETC ETC...TODOS LOS DIAS ME PREPARO MIS BATIDOS ..MUY BUENO PARA DEPORTISTAS...', 'Son Orbis lo del vídeo no canicas😂😂', 'Anda que practico el Gründer eléctrico']"
XkMlErCXraE,"['Enlace https://s.click.aliexpress.com/e/_DEfKgqb', 'Lo malo por el árbol mejor hubieras cortado una silla 😮😮😮😮', 'Es exactamente igual que cualquier otro serrucho pero con un mango distinto a lo que estamos acostumbrados 🤣', 'Estaba cortado, pero ya tenía brote o retoño como lo conozca 😢😢😢😢', 'Busca un crecepelo', 'Serruchon chuai chon😂😂😂', 'Hombre decir Ramón hombre que mira el video ser feliz', 'Jajaja qué chistoso que sea tan racista jajaja lo compré jajahs', 'Porque tiras todo lo que compras como si fuera una basura 🗑 🤷 esta bien es tuyo pero no tiene nada que ver', 'Ese arbol es muy facil..... Necestas otro mas fuerte... 😅']"
PP5UyiDgwX4,"['Enlace https://s.click.aliexpress.com/e/_99egNV', '""Puedes Ponerle Lo Que Quieras""...\n- Procede A Ponerle Cilantro 🌚🍁 jajaja\nLike Chic@s 🤙🏻', 'La movida sería ponerle ajo en polvo', 'Póngalemota', 'MMMM', 'Ramon!❤❤❤🥰🥰🥰', 'Pero tu daña laa cosas estrallandola tu la daña por dios', 'peladito pelado pelon calvo', 'Deverias probar algo para la calvicie 😅\nPor que ya se le ve mucho el chicle a la paleta 😂', 'También pensé primero en el café.']"
LuI6rGFPhBo,"['Enlace https://s.click.aliexpress.com/e/_DDTuJj5', 'Yo: Compro el lapiz infinito\nSeme pierde el primer dia', 'No es infinito luego luego se está rompiendo a cada rato', 'Yo también tengo 1 cómo esos', 'Es el lapiz infinito (infinito)\nNo se acaba (no se acaba)\nTu lo usas pero sigue igual', 'Yo lo tengo', 'El gobierno:hola bro ¿te conoces la de canservero?', 'mi hija tiene uno de esos', 'Yo tuve uno, pero se me cayó al piso y se rompió 😢', 'yalotengo']"
Z9Lrrz93hDc,"['Enlace https://s.click.aliexpress.com/e/_DepS0wx', 'No sirve jaja', 'El presentador no tiene sentido comun ! \nSi no tiene agua o gas a preción con un abanico no es aire a.  Mas bien parece una calefacción !', 'siempre golpeas los productos antes de probarlos lo tienes que haber roto antes de usarlo 😂😂😂', 'Con las hostias que le dé antes de abrirlo, no me extraña que después no funcione', 'Japai, Voce lo comprobó y lo rompió... Es un desastre... 🤣🤣🤣🤣🤣🤣🤣👍🏻🤗🇻🇪', 'Si cada vez que compras algo, lo vas a reventar contra la mesa, seguramente ya no servirá en la prueba. 👀', ""A ver señores, trabaje' mucho tiempo en AIRE ACONDICIONADO AUTOMOTRIZ, y les cuento algo, el compresor del aire acondicionado de un carro se mueve por correa q va al motor, pero ese compresor básicamente no ejerce resistencia al motor del carro POR LO Q NO GASTA CASI NADA DE COMBUSTIBLE, LO OROBAMOS Y LO DEMOSTRAMOS, PIENSE: EN CAMBIO CUANDO USTED DESCONECTA EL AIRE ACONDICIONADO Y BAJAS LAS VENTANAS EL CARRO SE COMVIERTE EN DEPOSITO DE AIRE Q REPRESENTA MUCHA PERO MUCHA RESISTENCIA AL MOTOR EN SU EMPUJE, EL AIRE ENTRA POR LAS VENTANAS LO CONVIERTE EN UN PARA CAÍDAS O UN VELERO Y ENTONCES AUNQUE PAREZCA MENTIRAS EL CARRO NECESITA MAS POTENCIA Y CONSUME MAS COMBUSTIBLE, SOLO ANALICEN Y PIENSEN."", 'Le dieron un calenton 😂', 'en lugares frios sirve para desempaòar los vidrios del coche en mi caso no tengo calefaccion.']"
_jZTk-E-1HY,"['Enlace  https://s.click.aliexpress.com/e/_DergS5v', 'picanha reversion', 'Nem sabia q o barone tinha canal em espanhol kkkkkk', 'Menudo engañabobos 😂😂', 'Ni la voz del que hace el vídeo es...', 'Si le pegas siempre antes de abrirlo siempre se van a romper', 'Lo estás viendo papá??\n\n\nLo estoy viendo hijo', 'Uffff menos mal estuve a punto de comprarmela', 'guao y se creee todo como nos mienten 😱😱😱', 'Es una estafa']"
S-3IryvJgMY,"['Enlace  https://s.click.aliexpress.com/e/_DmXJwU7', 'Y para ke mierda kieren ke se vuelva transparente....eso esta bueno pa las carceles para mantener bien vigilados a los reos', 'Xq x la elctricidad si es como control remoto,, segun', 'En los yates de lujo ya lo utilizan desde hace tiempo no es nada nuevo 😒😒', 'ya investigue cómo funciona lo boy a poner a prueba.', 'Tengo el mismo rompevidrios!', 'Ramón: 🙈', 'Eso es mas viejo. Tiene mas de 30 años recuerdo un local en NY que hacia eso para los baños', 'Se va la luz  de día 😳', 'Hoy no dijo\nPero espero no te lo estés creyendo.\nLe falto esa frase']"
hHzxys3YFLs,"['Enlace https://s.click.aliexpress.com/e/_DeB8bzX', 'Ramon se hizo de dia', 'Algo me dice que va mejor puesta hacia arriba xD', 'Hombre me dejó ciego...😂😂', 'Falto la estampación contra la mesa y el lo compreee y las lágrimas al abrir el paquete', 'Troll face on', 'usted es.el otro ponganoslo a prueba u con el sr rsmon le gano al otto man', 'Mira Ramón', 'Joder que buen anuncio', 'Es barato para ti.']"
7Tp3f8W6ttE,"['Enlace https://s.click.aliexpress.com/e/_DEIqQ2d', 'Uuuuuyyyyyy ramom t ice pankekesss amor ramom ven a comer 😂😂😂😂😂😂😂 😊😊', 'Yo hace mas de 10 años tengo una exactamente igual pero de otra marca, y la verdad que es una maravilla para hacer creps o felloas o como quieras llamarlo. Super practica 👏🏻 Le doy un 10 👍', 'Como carajos puede hacer 100 por minuto\nLiteralmente tiene que hacer 1,6 tortillas por segundo', 'No son tortitas 🥞 son filloas gallegas', 'Es para crepas', 'Éso se ve crudo', 'No es para hacer panqueques, es para hacer tortillas para hacer crepas o crepes', 'Pongamos lo a prueba']"
UBIi7EOeedM,"['Enlace https://s.click.aliexpress.com/e/_DDNyz2B', 'Hola bro buen video 🎉, soy muy fan de tus vídeos me gustaría que me saludaras algún día sigue así tu contenido es muy bueno ❤', 'Volvió “lo compreee” con ese tonito 😅', 'Como cuando tienes tanto dinero que no sabes como gastarlo 😂\nNo se me ocurre nada útil para hacer con esa cosa xd', 'JAJAJAJAJAJAJAJAJAJAJA lo apuñala', 'Es demasiado caro el producto. A no ser que quieras conservar algo muy importante, te conviene más que se te pudran y en el futuro te comprás más. No se justifica su valor 😲', 'El del anuncio y el tuyo son diferentes', 'se ve bueno pá la mota', 'Méxicone usa esse produto pra inverter o motor do Jetta e criar um exército de jettas e no final dominar o mundo e criar um império de picanhas invertidas']"
QbONkvgUGaA,"['Enlace https://s.click.aliexpress.com/e/_Dkz92p1', 'mira esta puntita engaña muy bien 💀💀', '""Compre un Iphone 14 pro max de china.."".😂😂😂😂 Bro todos los Iphone 14 pro max se fabrican en China 😂😂😂😂 Di que compraste la marca blanca de Iphone o una falsificacion 😂😂😂😂', 'Al niño chino que trabaja como esclavo debe de estar feliz que pongas aprueba su celular', 'engaña muy bien xD', 'La mesa: estoy cansado jefe', 'Jaja el dedo', 'El iphone 14 pro max original es hecho en china como casi todas la cosas jsjs', 'Se ve que no es ihpone 😂', 'PERO SI APPLE ES DE CHINA']"
hVoswaZnLXc,"['Enlace https://s.click.aliexpress.com/e/_DcGC5Jz', 'Ei esse cara e Brasileiro', 'Crei que era una moto real', 'Ohhhhh']"
fyLR6WwJlOw,"['Enlace https://s.click.aliexpress.com/e/_DF5ykD9', '🔴🔵  Y QUE LE SUCEDE AL SISTEMA NERVIOSO HUMANO ❓❗', 'Eres muy guapo baron', '""Cada vez que vengo a confesar"" JAJAJA', 'Gran post 😮', 'Y los mosquitos se siguen proliferando es culpa de los veneno que se dan para matar insectos estos insectos envenenado sean tragado por las ranas y sapos batracios y estaba atrás usted muere ahí no hay más gracias en los lados Ríos ya casi los mosquitos naturales ponen sus nuevas charcas de agua y la renacuajos son los que se los comen así la manera de controlar la plaga de mosquitos', 'El eucalipto seco funciona igual solo hay que quemar una rama con ojos secas', 'La citronella tambien funciona. Y el piretro.', 'Asique fue por esto que dejó de subir videos ya...', 'Un día es calvo y otro día tiene pelo 😮']"
37eTW6cVg6k,"['Enlace  https://s.click.aliexpress.com/e/_DFZ2xnz', 'Quiero comprar  unacamara', 'Bien', 'sino traes datos, ya te fregaste... y te va a consumir todos tus 20 pesos de recarga que le ponen codos jaja', 'Y la batería que dura? 6 minutos?', 'N mí país🇦🇷en las cámaras de los municipios y de las casas..nunca se ve bien las personas🤔🤦. será muy cara ese tipo de cámara..\nMuy muy impactante..aparte a qué distancia realmente se podría pone para ver claramente..\n🇦🇷👁️🎩👏', 'SI LA PUSIERA POR FUERA DE MI HOGAR PARA VER QUIEN ENTRA, QUIEN PASA, ETC., ETC. = ¡ME LA ROBARIAN A LA PRIMERA. / Y MAS, LOS QUE NOS QUIEREN TANTOOO!!!!!', 'GAmeover', 'Cuanto Cuesta y como la puedo comprar.', 'Por 18 dólares 👌🏻']"
YcQ9FcqZtew,"['Enlace  https://s.click.aliexpress.com/e/_Dk8q2J1', 'Gracias!!!!', 'Alexa 👍', 'Apenas', 'Creo que tienes una adiccion de compras😂😂', 'Oche ta em chines e']"
Y5uYx4ArDyc,"['Enlace https://s.click.aliexpress.com/e/_DmqkX7z', '¿Por que todos los comentarios están en portugués, si el canal esta en español? XD', 'ayuda! todos los comentarios son de brasileros!', 'Bom dia Barone . Eu comprei uma faca do site já tá na mão do dia 09.04.2023 até agora não recebi e não  tenho nenhuma repostas certa no atendimento pelo WhatsApp mando mensagem fica dias a me responder , no site da sua loja diz que pelo menos diz que a entrega é no mínimo de 30 dias e o meu já passou disso . Gostaria muito da ajuda ok. Obrigado', 'O Barone virou Espanhone 😂', 'Kkkkkkkkkkkkk oxi kkk', 'Barone versão dublagem estilo turma do chaves kkkkkk', 'OXI CARAI KKKKKKKKKKKKKKKKKK', 'Barone tá diferente kkk']"
UWhNCb6tNCI,"['Enlace https://s.click.aliexpress.com/e/_DkNLmTh', 'cero Ramón😄😁', 'Solo tiene potencia para afeitar pelusas xd', 'Ramónnnnnnn😂', 'Creo que te jaló los pelos de la cara por usarla con el cepillo de dientes, tenias que probarlo primero en la cara luego en el cepillo, éso sí en el comercial cortaba bien el cepillo y no lo hizo🤷\u200d♂️', 'Sabes que un producto no es lo que promete cuando el producto viene con esa bandeja de plástico barato', 'falopero', 'aprobado porque no se apaga pero no afeita?', 'qué le pasó en la ñata ?', 'Tienes farlopa en la nariz']"
SA02E7HQSqU,"['Enlace https://s.click.aliexpress.com/e/_DBZ6uZV', 'Qur grande el barone partiendo su burbuja para darle la mitad a ramón', 'Se ve que es auténtico cuando dice ""esto no me lo esperaba Ramón ""', 'Bro...', 'Hombre tener burbuja en la mano\nHombre feliz', '😂😂😂\nToma ramon\nRamon toma 2 😎', 'Bro separo 2 átomos 💀', 'Es que se puede sostener un guante con lana, es ciencia nada de otro mundo', 'ay el ""lo compre"" comos extraña unu', 'Soft & wet be like:']"
zeE-Mf8WVa4,"['Enlace https://s.click.aliexpress.com/e/_DDcdBw7', 'Aquí, los que esperaban que hubiera hecho lo mismo con las nike 😂😂😂😂😂😂', 'Ya subieron ese vídeo, pero con la otra voz.', 'Esta voz sí papus 🤑🤑🤑🤑', 'Fíjate en esa sandalia que promete no resbalarse. Me lo compre.', 'Esta si es la versión buena.', 'Maldita sea vi ese video hace 30 minutos con otro doblaje y me gusta más el otro', 'No dijo Ramón 😢', 'Bro...', 'Esooo con esa voz si 🎉']"
mNSMGIkuZpI,"['Enlace https://s.click.aliexpress.com/e/_DBeQtnl', 'Mira la gallina Ramón xdxd', 'No me esperaba que la gallina fuera convertida en una Rica sopa XD', '😂😂😂😂😂', '😂😂😂😂 los veganos van a querer tu cabeza', 'jajajajajaj', 'AJJAJAJA LA GALLINA XD', '😂😂😂😂😂', 'Ese video esta en modo recoil😂😂😂']"
dMrpu4o-1jU,"['100% real, todo eso se estudia a fondo en la carrera de ingeniería en telecomunicaciones', 'Por que tus dedos están rosas we', 'Reflexión total interna', 'Es 100% real lo de la fibra óptica, los técnicos solemos usar un laser para saber exactamente en cual fibra estamos teabajando de entre todas las de el local donde nos encontramos', 'Bravo', 'Viene de comer Takis', 'Primeiro']"
Mnwgf5D84xU,"['Enlace https://s.click.aliexpress.com/e/_Dc77tat', 'Terreneitor 🗣️🗣️🗣️❗❗❗🔥🔥🔥', 'Faltó romperlo con la espada', 'Fuaaaaaa lo re tiro del techo jajajaja', 'El unico auto de verdad es el TERRENEITOR los demas solo son imitaciones', 'Terreneytor el auto más rápido deja esos autos para niñitas', '😂😂😂', 'Terreneitor kakaka xd', 'Tenga su like mi estimato.', 'Tenga su like buen hombre']"
x6CJL5my7GI,"['Enlace https://s.click.aliexpress.com/e/_De38P2P', '🧐🧐🧐🧐🧐🧐🧐', '😂', '😂😂😂😂😂😂', 'Como le explicamos que puedes hacer que cualquier cuchillo corte así de bien, el secreto? \nAfilalo perezosos xD', 'Se antojo ese pepino 🥒😋😋😋 rico😅😊', 'Que pepino te ramón! Jsjsjs', 'Pongamos lo a prueba', 'Porqué guardas un pepeino ahí? 😳😳', 'recuerda thorfin, no tienes enemigos']"
fA03sJPYGGE,"['Enlace https://s.click.aliexpress.com/e/_DdgwK6x', 'Espera espera, que le vas a hacer un trabajito en el coche del vecino, que se lo vas a dejar bien limpio y que esperas que le guste? \n\nRamon, sal de ahi o al final el trabajito lo haras tu', 'Nah.. hacen chistes los Brazu también?', 'No dijiste Ramón 😢', '😂😂😂es silicona para plásticos', 'No es lo mismo si el golpe del producto en la mesa jajaja', 'Jimi ponlo a prueba', 'Oye Jimi espero hagas más vídeos 🧐', 'Mándame mil de esos productos para venderlo', 'Ese man se puse pelo?👨\u200d🦲']"
8ifLpBaredU,"['No te compras ni un pancho con esos 500 ahora😂', '500 pesos argentinos??? Es una estafa eso!!!!', 'Gracies Masse por les peses argentines devaluades 😢🤪🙄✌', 'Ganó el yeta por la forma de agarre pura ficica', 'Porque en el doblaje dice 100 dólares? Si 50 reales son 10 dólares y 500 pesos argentina en dólar oficial son como 2 dólares (sin impuestos)', 'Uno de los billetes que tenia en la mano vale casi el 1% del los 100 dolares', 'Ese es el famoso Ramon', 'como q un Jetta? eso es un Vento', 'lo que gastò quemando esas cubiertas es mas caro que ese billete', 'ohh amé ese billete de $500 argentinos. ridículous jajajaja']"
hUAvoDnoHHY,"['Enlace https://s.click.aliexpress.com/e/_DCFOUoj', '😂😂🎉', 'la compre', 'Que jevi', 'Me gusta tu contenido bro']"
SmZgvDfuFRw,"['Enlace https://s.click.aliexpress.com/e/_DCtdxS3', '10/10', 'es muy real', 'ahhhh barone vai tomar no cu vai hahahaha', 'Ummm interesante']"
